product_id,sku,name,category_mn,category_code,gender,season,age_min_years,age_max_years,size_label,height_min_cm,height_max_cm,weight_min_kg,weight_max_kg,color,brand,material,price_mnt,stock_qty,stock_status,description_mn
3577,KID-OVE-74-3577,Next Kids комбинзон 74,комбинзон,overall,unisex,намар,0.3,1.89,74,73.7,77.8,7.8,10.8,крем,Next Kids,флис доторлогоотой,36100,9,байгаа,крем өнгийн unisex хүүхдийн комбинзон
3578,KID-SKI-134-3578,Zara Kids юбка 134,юбка,skirt,охин,зун,9,11.47,134,135.3,139.3,30.3,39.6,лаванда,Zara Kids,флис доторлогоотой,22200,0,дууссан,лаванда өнгийн охин хүүхдийн юбка
3579,KID-PAN-122-3579,Uniqlo Kids өмд 122,өмд,pants,unisex,намар,7,9.27,122,123.1,127.6,24.9,31.5,хөх,Uniqlo Kids,ус нэвтэрдэггүй даавуу,37200,16,байгаа,хөх өнгийн unisex хүүхдийн өмд – өдөр тутмын эдэлгээ даахуйц
3580,KID-SKI-122-3580,GAP Kids юбка 122,юбка,skirt,unisex,зун,8,9.22,122,123.8,127.1,25.3,32.3,саарал,GAP Kids,ус нэвтэрдэггүй даавуу,23300,26,байгаа,саарал өнгийн unisex хүүхдийн юбка
3581,KID-TOP-68-3581,LittleFox цамц 68,цамц,top,unisex,намар,0.5,1.67,68,66.4,72.5,5.5,9.2,хар,LittleFox,ноосон холимог,28300,11,байгаа,хар өнгийн unisex хүүхдийн цамц
3582,KID-DRE-146-3582,MiniStep даашинз 146,даашинз,dress,охин,өвөл,12,13.06,146,147.6,152.8,36.0,50.5,тэнгэрийн хөх,MiniStep,ноосон холимог,40300,27,байгаа,тэнгэрийн хөх өнгийн охин хүүхдийн даашинз – дулаан доторлогоотой
3583,KID-OUT-74-3583,RainbowCub куртик 74,куртик,outerwear,хүү,зун,0.4,2.29,74,73.6,78.0,7.6,10.6,нойтон цас,RainbowCub,ус нэвтэрдэггүй даавуу,90100,18,байгаа,нойтон цас өнгийн хүү хүүхдийн куртик
3584,KID-SKI-62-3584,Uniqlo Kids юбка 62,юбка,skirt,unisex,өвөл,0.0,1.32,62,58.9,65.7,4.4,6.8,лаванда,Uniqlo Kids,хөвөн + полиэстер,32800,10,байгаа,лаванда өнгийн unisex хүүхдийн юбка – дулаан доторлогоотой
3585,KID-PAN-92-3585,Next Kids өмд 92,өмд,pants,unisex,зун,3,4.03,92,91.8,97.6,13.4,15.9,улбар шар,Next Kids,флис доторлогоотой,25000,28,байгаа,улбар шар өнгийн unisex хүүхдийн өмд – өдөр тутмын эдэлгээ даахуйц
3586,KID-DRE-104-3586,MiniStep даашинз 104,даашинз,dress,охин,хавар,5,5.87,104,104.8,110.0,16.9,20.9,цамрай ягаан,MiniStep,ноосон холимог,32900,25,байгаа,цамрай ягаан өнгийн охин хүүхдийн даашинз
3587,KID-TSH-116-3587,Zara Kids футболка 116,футболка,tshirt,unisex,хавар,7,8.72,116,116.3,121.8,21.6,28.4,нойтон цас,Zara Kids,100% хөвөн,14400,20,байгаа,нойтон цас өнгийн unisex хүүхдийн футболка
3588,KID-PAN-128-3588,MongolKids өмд 128,өмд,pants,хүү,намар,8,10.43,128,128.2,133.2,28.0,35.9,лаванда,MongolKids,флис доторлогоотой,35900,4,байгаа,лаванда өнгийн хүү хүүхдийн өмд
3589,KID-SLE-110-3589,Adidas Kids пижама 110,пижама,sleepwear,хүү,all-season,6,6.5,110,111.6,116.8,19.2,24.3,голт бор,Adidas Kids,органик хөвөн,33200,17,байгаа,голт бор өнгийн хүү хүүхдийн пижама – арьсанд ээлтэй органик материалтай
3590,KID-TSH-110-3590,BabyStar футболка 110,футболка,tshirt,хүү,намар,6,7.82,110,111.1,116.5,18.9,24.3,улбар шар,BabyStar,флис доторлогоотой,18000,13,байгаа,улбар шар өнгийн хүү хүүхдийн футболка – өдөр тутмын эдэлгээ даахуйц
3591,KID-SLE-98-3591,Mothercare пижама 98,пижама,sleepwear,unisex,all-season,4,5.28,98,98.8,102.6,14.6,17.6,цагаан,Mothercare,органик хөвөн,39100,11,байгаа,цагаан өнгийн unisex хүүхдийн пижама – арьсанд ээлтэй органик материалтай
3592,KID-DRE-68-3592,OshKosh даашинз 68,даашинз,dress,хүү,all-season,0.5,1.13,68,66.6,72.0,5.8,9.4,улбар шар,OshKosh,ноосон холимог,36800,0,дууссан,улбар шар өнгийн хүү хүүхдийн даашинз – өдөр тутмын эдэлгээ даахуйц
3593,KID-SKI-68-3593,H&M Kids юбка 68,юбка,skirt,unisex,хавар,0,2.48,68,67.6,71.2,6.4,9.2,цагаан,H&M Kids,флис доторлогоотой,28600,8,байгаа,цагаан өнгийн unisex хүүхдийн юбка
3594,KID-OUT-146-3594,Mothercare куртик 146,куртик,outerwear,unisex,өвөл,11,13.44,146,147.4,151.1,36.2,49.5,ногоон,Mothercare,органик хөвөн,104400,25,байгаа,"ногоон өнгийн unisex хүүхдийн куртик – дулаан доторлогоотой, арьсанд ээлтэй органик материалтай"
3595,KID-TOP-74-3595,RainbowCub цамц 74,цамц,top,хүү,намар,1,1.77,74,72.5,78.2,8.2,11.3,улаан,RainbowCub,хөвөн + полиэстер,21800,21,байгаа,улаан өнгийн хүү хүүхдийн цамц – өдөр тутмын эдэлгээ даахуйц
3596,KID-DRE-116-3596,Zara Kids даашинз 116,даашинз,dress,хүү,намар,6,8.03,116,117.3,122.8,21.7,27.9,цагаан,Zara Kids,флис доторлогоотой,37000,9,байгаа,цагаан өнгийн хүү хүүхдийн даашинз – өдөр тутмын эдэлгээ даахуйц
3597,KID-LEG-146-3597,Carter's тирко 146,тирко,leggings,хүү,зун,12,13.79,146,147.7,151.7,36.5,49.9,дарс улаан,Carter's,100% хөвөн,22600,14,байгаа,дарс улаан өнгийн хүү хүүхдийн тирко
3598,KID-OVE-146-3598,TinyBear комбинзон 146,комбинзон,overall,охин,хавар,12,13.96,146,147.5,151.5,36.1,50.3,тэнгэрийн хөх,TinyBear,100% хөвөн,60200,21,байгаа,тэнгэрийн хөх өнгийн охин хүүхдийн комбинзон
3599,KID-VES-146-3599,Uniqlo Kids жилет 146,жилет,vest,охин,хавар,12,13.65,146,146.3,151.2,35.6,50.1,улаан,Uniqlo Kids,ноосон холимог,35200,21,байгаа,улаан өнгийн охин хүүхдийн жилет
3600,KID-LEG-140-3600,SoftHug тирко 140,тирко,leggings,охин,өвөл,10,12.47,140,140.3,145.7,33.1,45.2,цамрай ягаан,SoftHug,органик хөвөн,25000,19,байгаа,"цамрай ягаан өнгийн охин хүүхдийн тирко – дулаан доторлогоотой, арьсанд ээлтэй органик материалтай, өдөр тутмын эдэлгээ даахуйц"
3601,KID-SKI-86-3601,Mothercare юбка 86,юбка,skirt,unisex,all-season,1,3.36,86,85.8,90.7,10.6,13.6,ягаан,Mothercare,флис доторлогоотой,32300,6,байгаа,ягаан өнгийн unisex хүүхдийн юбка
3602,KID-OUT-152-3602,Uniqlo Kids куртик 152,куртик,outerwear,охин,өвөл,13,14,152,153.9,157.1,39.9,54.6,ногоон,Uniqlo Kids,ноосон холимог,100400,14,байгаа,ногоон өнгийн охин хүүхдийн куртик – дулаан доторлогоотой
3603,KID-LEG-74-3603,H&M Kids тирко 74,тирко,leggings,unisex,зун,0.3,1.81,74,73.2,78.3,7.7,10.6,хөх,H&M Kids,100% хөвөн,19700,14,байгаа,хөх өнгийн unisex хүүхдийн тирко – өдөр тутмын эдэлгээ даахуйц
3604,KID-LEG-98-3604,SoftHug тирко 98,тирко,leggings,хүү,хавар,4,5.0,98,98.8,102.5,14.8,17.8,далайн цэнхэр,SoftHug,ус нэвтэрдэггүй даавуу,17700,12,байгаа,далайн цэнхэр өнгийн хүү хүүхдийн тирко
3605,KID-OVE-104-3605,SoftHug комбинзон 104,комбинзон,overall,unisex,all-season,5,6.56,104,103.4,110.1,17.1,20.6,бор,SoftHug,флис доторлогоотой,57700,13,байгаа,бор өнгийн unisex хүүхдийн комбинзон – өдөр тутмын эдэлгээ даахуйц
3606,KID-SKI-146-3606,RainbowCub юбка 146,юбка,skirt,хүү,all-season,11,13.02,146,146.3,152.0,35.5,49.6,бор,RainbowCub,хөвөн + полиэстер,35300,10,байгаа,бор өнгийн хүү хүүхдийн юбка
3607,KID-TSH-74-3607,OshKosh футболка 74,футболка,tshirt,unisex,намар,1,1.61,74,73.6,77.6,7.7,10.8,тэнгэрийн хөх,OshKosh,ус нэвтэрдэггүй даавуу,15700,13,байгаа,тэнгэрийн хөх өнгийн unisex хүүхдийн футболка – өдөр тутмын эдэлгээ даахуйц
3608,KID-DRE-80-3608,Zara Kids даашинз 80,даашинз,dress,охин,зун,1,3.09,80,79.8,84.4,9.4,12.3,цамрай ягаан,Zara Kids,ус нэвтэрдэггүй даавуу,38900,16,байгаа,цамрай ягаан өнгийн охин хүүхдийн даашинз – өдөр тутмын эдэлгээ даахуйц
3609,KID-SET-86-3609,TinyBear костюм 86,костюм,set,охин,зун,1,3.05,86,85.1,91.8,11.0,13.9,крем,TinyBear,хөвөн + полиэстер,54600,7,байгаа,крем өнгийн охин хүүхдийн костюм
3610,KID-DRE-68-3610,Nike Kids даашинз 68,даашинз,dress,unisex,зун,0,1.03,68,66.3,71.7,5.5,8.6,ягаан,Nike Kids,органик хөвөн,41600,9,байгаа,ягаан өнгийн unisex хүүхдийн даашинз – арьсанд ээлтэй органик материалтай
3611,KID-SKI-128-3611,Nike Kids юбка 128,юбка,skirt,хүү,all-season,9,9.87,128,129.0,134.9,27.7,35.9,шар,Nike Kids,ноосон холимог,25900,14,байгаа,шар өнгийн хүү хүүхдийн юбка
3612,KID-TSH-146-3612,MongolKids футболка 146,футболка,tshirt,unisex,намар,12,13.4,146,146.3,152.8,36.1,50.2,хөх,MongolKids,хөвөн + полиэстер,22800,20,байгаа,хөх өнгийн unisex хүүхдийн футболка – өдөр тутмын эдэлгээ даахуйц
3613,KID-VES-104-3613,SoftHug жилет 104,жилет,vest,охин,зун,5,5.54,104,103.8,109.9,16.6,21.0,шар,SoftHug,100% хөвөн,24500,9,байгаа,шар өнгийн охин хүүхдийн жилет – өдөр тутмын эдэлгээ даахуйц
3614,KID-SLE-68-3614,LittleFox пижама 68,пижама,sleepwear,unisex,хавар,0.1,1.4,68,66.7,71.5,5.6,8.8,крем,LittleFox,флис доторлогоотой,27000,7,байгаа,крем өнгийн unisex хүүхдийн пижама
3615,KID-TSH-116-3615,Mothercare футболка 116,футболка,tshirt,unisex,намар,6,8.19,116,117.4,121.2,22.1,28.1,цамрай ягаан,Mothercare,100% хөвөн,22300,3,байгаа,цамрай ягаан өнгийн unisex хүүхдийн футболка
3616,KID-OUT-68-3616,Next Kids куртик 68,куртик,outerwear,хүү,өвөл,0.5,1.82,68,66.2,72.4,6.5,8.9,цамрай ягаан,Next Kids,100% хөвөн,85400,11,байгаа,цамрай ягаан өнгийн хүү хүүхдийн куртик – дулаан доторлогоотой
3617,KID-SLE-98-3617,Mothercare пижама 98,пижама,sleepwear,unisex,хавар,3,5.4,98,98.9,102.4,14.9,18.0,голт бор,Mothercare,100% хөвөн,41300,20,байгаа,голт бор өнгийн unisex хүүхдийн пижама – өдөр тутмын эдэлгээ даахуйц
3618,KID-DRE-92-3618,Carter's даашинз 92,даашинз,dress,охин,all-season,3,4.55,92,92.1,97.1,12.8,15.6,шар,Carter's,ус нэвтэрдэггүй даавуу,32200,10,байгаа,шар өнгийн охин хүүхдийн даашинз
3619,KID-VES-68-3619,MongolKids жилет 68,жилет,vest,охин,зун,0.1,1.66,68,66.3,72.0,6.3,9.0,крем,MongolKids,ноосон холимог,26900,22,байгаа,крем өнгийн охин хүүхдийн жилет
3620,KID-OUT-122-3620,MiniStep куртик 122,куртик,outerwear,охин,өвөл,8,9.41,122,123.8,128.0,25.5,32.2,ногоон,MiniStep,100% хөвөн,95300,12,байгаа,"ногоон өнгийн охин хүүхдийн куртик – дулаан доторлогоотой, өдөр тутмын эдэлгээ даахуйц"
3621,KID-BOD-116-3621,LittleFox onesie 116,onesie,bodysuit,хүү,хавар,7,7.76,116,116.4,121.5,22.5,28.3,шар,LittleFox,органик хөвөн,22600,10,байгаа,шар өнгийн хүү хүүхдийн onesie – арьсанд ээлтэй органик материалтай
3622,KID-TOP-140-3622,NomadBaby цамц 140,цамц,top,охин,өвөл,11,12.08,140,141.5,145.1,33.3,44.9,минт ногоон,NomadBaby,органик хөвөн,28200,16,байгаа,"минт ногоон өнгийн охин хүүхдийн цамц – дулаан доторлогоотой, арьсанд ээлтэй органик материалтай"
3623,KID-BOD-146-3623,Uniqlo Kids onesie 146,onesie,bodysuit,охин,хавар,11,13.44,146,147.6,151.4,35.7,49.6,цамрай ягаан,Uniqlo Kids,хөвөн + полиэстер,25300,20,байгаа,цамрай ягаан өнгийн охин хүүхдийн onesie – өдөр тутмын эдэлгээ даахуйц
3624,KID-OVE-116-3624,MiniStep комбинзон 116,комбинзон,overall,unisex,өвөл,7,8.05,116,117.5,122.4,22.4,27.6,дарс улаан,MiniStep,100% хөвөн,53800,9,байгаа,"дарс улаан өнгийн unisex хүүхдийн комбинзон – дулаан доторлогоотой, өдөр тутмын эдэлгээ даахуйц"
3625,KID-SLE-80-3625,LittleFox пижама 80,пижама,sleepwear,unisex,өвөл,1,3.13,80,78.5,84.5,9.3,12.5,улбар шар,LittleFox,ус нэвтэрдэггүй даавуу,35500,14,байгаа,улбар шар өнгийн unisex хүүхдийн пижама – дулаан доторлогоотой
3626,KID-VES-152-3626,Zara Kids жилет 152,жилет,vest,хүү,зун,13,14,152,153.1,158.6,40.5,54.7,шар,Zara Kids,ус нэвтэрдэггүй даавуу,35200,15,байгаа,шар өнгийн хүү хүүхдийн жилет
3627,KID-SKI-122-3627,MiniStep юбка 122,юбка,skirt,хүү,хавар,8,9.88,122,123.3,128.2,25.0,32.1,дарс улаан,MiniStep,флис доторлогоотой,21700,12,байгаа,дарс улаан өнгийн хүү хүүхдийн юбка
3628,KID-LEG-98-3628,RainbowCub тирко 98,тирко,leggings,хүү,намар,4,4.66,98,97.1,102.2,15.1,18.2,лаванда,RainbowCub,ноосон холимог,26600,25,байгаа,лаванда өнгийн хүү хүүхдийн тирко – өдөр тутмын эдэлгээ даахуйц
3629,KID-OVE-98-3629,BabyStar комбинзон 98,комбинзон,overall,охин,зун,4,5.6,98,97.8,102.7,15.0,18.5,нойтон цас,BabyStar,хөвөн + полиэстер,48200,9,байгаа,нойтон цас өнгийн охин хүүхдийн комбинзон
3630,KID-OVE-128-3630,LittleFox комбинзон 128,комбинзон,overall,хүү,өвөл,9,10.66,128,128.4,134.9,27.9,35.6,индиго,LittleFox,100% хөвөн,47000,15,байгаа,индиго өнгийн хүү хүүхдийн комбинзон – дулаан доторлогоотой
3631,KID-SLE-68-3631,NomadBaby пижама 68,пижама,sleepwear,unisex,зун,0.5,2.01,68,67.0,72.1,6.1,8.5,бор,NomadBaby,ус нэвтэрдэггүй даавуу,33900,20,байгаа,бор өнгийн unisex хүүхдийн пижама – өдөр тутмын эдэлгээ даахуйц
3632,KID-SET-152-3632,RainbowCub костюм 152,костюм,set,unisex,өвөл,13,14,152,153.1,157.8,39.7,55.2,крем,RainbowCub,ноосон холимог,35700,17,байгаа,"крем өнгийн unisex хүүхдийн костюм – дулаан доторлогоотой, өдөр тутмын эдэлгээ даахуйц"
3633,KID-SKI-152-3633,OshKosh юбка 152,юбка,skirt,охин,зун,13,14,152,153.2,158.9,39.9,55.4,саарал,OshKosh,ноосон холимог,26300,13,байгаа,саарал өнгийн охин хүүхдийн юбка
3634,KID-SKI-62-3634,Zara Kids юбка 62,юбка,skirt,unisex,өвөл,0.2,1.48,62,59.4,65.0,4.3,6.8,цагаан,Zara Kids,органик хөвөн,28100,13,байгаа,"цагаан өнгийн unisex хүүхдийн юбка – дулаан доторлогоотой, арьсанд ээлтэй органик материалтай"
3635,KID-SKI-128-3635,Zara Kids юбка 128,юбка,skirt,охин,намар,9,10.46,128,129.7,133.4,28.4,35.7,индиго,Zara Kids,хөвөн + полиэстер,26700,23,байгаа,индиго өнгийн охин хүүхдийн юбка – өдөр тутмын эдэлгээ даахуйц
3636,KID-LEG-68-3636,SoftHug тирко 68,тирко,leggings,unisex,зун,0.4,1.89,68,67.0,72.9,6.0,8.9,далайн цэнхэр,SoftHug,100% хөвөн,23200,8,байгаа,далайн цэнхэр өнгийн unisex хүүхдийн тирко
3637,KID-PAN-116-3637,LittleFox өмд 116,өмд,pants,хүү,өвөл,7,7.84,116,116.7,121.4,22.4,28.1,дарс улаан,LittleFox,ус нэвтэрдэггүй даавуу,34700,13,байгаа,дарс улаан өнгийн хүү хүүхдийн өмд – дулаан доторлогоотой
3638,KID-LEG-116-3638,LittleFox тирко 116,тирко,leggings,охин,намар,7,8.65,116,116.4,121.3,22.5,27.9,индиго,LittleFox,ус нэвтэрдэггүй даавуу,30300,16,байгаа,индиго өнгийн охин хүүхдийн тирко
3639,KID-OVE-134-3639,GAP Kids комбинзон 134,комбинзон,overall,хүү,намар,10,10.59,134,135.0,141.0,30.0,40.4,индиго,GAP Kids,ус нэвтэрдэггүй даавуу,46800,23,байгаа,индиго өнгийн хүү хүүхдийн комбинзон
3640,KID-DRE-68-3640,NomadBaby даашинз 68,даашинз,dress,охин,намар,0.2,1.77,68,67.2,71.0,6.4,9.0,дарс улаан,NomadBaby,хөвөн + полиэстер,41800,16,байгаа,дарс улаан өнгийн охин хүүхдийн даашинз
3641,KID-LEG-140-3641,MiniStep тирко 140,тирко,leggings,unisex,өвөл,11,12.74,140,141.5,145.5,32.7,45.0,цагаан,MiniStep,хөвөн + полиэстер,30500,12,байгаа,цагаан өнгийн unisex хүүхдийн тирко – дулаан доторлогоотой
3642,KID-BOD-68-3642,LittleFox onesie 68,onesie,bodysuit,unisex,зун,0.2,1.78,68,66.4,72.6,5.9,8.9,хөх,LittleFox,100% хөвөн,23700,5,байгаа,хөх өнгийн unisex хүүхдийн onesie
3643,KID-SLE-104-3643,MongolKids пижама 104,пижама,sleepwear,unisex,намар,5,6.04,104,105.0,109.9,17.4,20.5,голт бор,MongolKids,флис доторлогоотой,31700,7,байгаа,голт бор өнгийн unisex хүүхдийн пижама
3644,KID-DRE-104-3644,GAP Kids даашинз 104,даашинз,dress,unisex,хавар,5,6.38,104,103.8,110.9,17.3,20.8,крем,GAP Kids,ноосон холимог,39100,10,байгаа,крем өнгийн unisex хүүхдийн даашинз – өдөр тутмын эдэлгээ даахуйц
3645,KID-SLE-110-3645,MongolKids пижама 110,пижама,sleepwear,охин,зун,6,7.19,110,110.1,116.6,19.0,23.6,улбар шар,MongolKids,хөвөн + полиэстер,38900,11,байгаа,улбар шар өнгийн охин хүүхдийн пижама
3646,KID-SKI-140-3646,NomadBaby юбка 140,юбка,skirt,хүү,намар,10,12.39,140,141.9,146.6,33.5,45.3,ягаан,NomadBaby,ус нэвтэрдэггүй даавуу,32200,11,байгаа,ягаан өнгийн хүү хүүхдийн юбка – өдөр тутмын эдэлгээ даахуйц
3647,KID-DRE-116-3647,Mothercare даашинз 116,даашинз,dress,охин,хавар,7,8.41,116,118.0,121.9,21.6,28.2,шар,Mothercare,хөвөн + полиэстер,35100,17,байгаа,шар өнгийн охин хүүхдийн даашинз – өдөр тутмын эдэлгээ даахуйц
3648,KID-BOD-128-3648,Adidas Kids onesie 128,onesie,bodysuit,охин,хавар,9,10.32,128,128.8,134.0,28.5,36.5,крем,Adidas Kids,органик хөвөн,30100,11,байгаа,крем өнгийн охин хүүхдийн onesie – арьсанд ээлтэй органик материалтай
3649,KID-TSH-152-3649,NomadBaby футболка 152,футболка,tshirt,охин,хавар,13,14,152,152.8,158.4,39.7,55.2,нойтон цас,NomadBaby,ноосон холимог,19000,12,байгаа,нойтон цас өнгийн охин хүүхдийн футболка – өдөр тутмын эдэлгээ даахуйц
3650,KID-LEG-68-3650,Nike Kids тирко 68,тирко,leggings,хүү,зун,1,1.8,68,66.7,72.0,5.7,8.6,цагаан,Nike Kids,ус нэвтэрдэггүй даавуу,19600,15,байгаа,цагаан өнгийн хүү хүүхдийн тирко – өдөр тутмын эдэлгээ даахуйц
3651,KID-LEG-110-3651,SoftHug тирко 110,тирко,leggings,хүү,намар,6,6.74,110,112.0,116.0,18.6,23.6,саарал,SoftHug,флис доторлогоотой,26400,20,байгаа,саарал өнгийн хүү хүүхдийн тирко
3652,KID-SKI-122-3652,Carter's юбка 122,юбка,skirt,unisex,хавар,8,9.31,122,123.1,127.5,24.8,31.8,цагаан,Carter's,ноосон холимог,27100,14,байгаа,цагаан өнгийн unisex хүүхдийн юбка
3653,KID-SET-74-3653,H&M Kids костюм 74,костюм,set,unisex,өвөл,1,1.57,74,73.3,78.6,8.5,11.1,шар,H&M Kids,флис доторлогоотой,52100,17,байгаа,шар өнгийн unisex хүүхдийн костюм – дулаан доторлогоотой
3654,KID-DRE-134-3654,Mothercare даашинз 134,даашинз,dress,хүү,all-season,9,11.3,134,134.3,140.0,30.4,40.1,хар,Mothercare,хөвөн + полиэстер,30700,8,байгаа,хар өнгийн хүү хүүхдийн даашинз – өдөр тутмын эдэлгээ даахуйц
3655,KID-PAN-128-3655,SoftHug өмд 128,өмд,pants,охин,зун,9,10.93,128,128.0,133.7,27.9,36.0,хөх,SoftHug,органик хөвөн,32800,27,байгаа,хөх өнгийн охин хүүхдийн өмд – арьсанд ээлтэй органик материалтай
3656,KID-OVE-92-3656,Next Kids комбинзон 92,комбинзон,overall,охин,all-season,2,4.33,92,92.4,96.2,12.9,16.5,крем,Next Kids,ноосон холимог,40900,7,байгаа,крем өнгийн охин хүүхдийн комбинзон
3657,KID-VES-110-3657,Carter's жилет 110,жилет,vest,охин,намар,6,7.27,110,111.6,116.8,19.1,24.0,ногоон,Carter's,органик хөвөн,26900,16,байгаа,"ногоон өнгийн охин хүүхдийн жилет – арьсанд ээлтэй органик материалтай, өдөр тутмын эдэлгээ даахуйц"
3658,KID-BOD-98-3658,Adidas Kids onesie 98,onesie,bodysuit,хүү,өвөл,4,5.46,98,98.6,103.3,14.6,17.8,шар,Adidas Kids,100% хөвөн,27000,19,байгаа,шар өнгийн хүү хүүхдийн onesie – дулаан доторлогоотой
3659,KID-SLE-134-3659,Carter's пижама 134,пижама,sleepwear,хүү,намар,10,10.57,134,135.8,139.2,29.9,39.9,минт ногоон,Carter's,хөвөн + полиэстер,25500,14,байгаа,минт ногоон өнгийн хүү хүүхдийн пижама – өдөр тутмын эдэлгээ даахуйц
3660,KID-LEG-134-3660,Adidas Kids тирко 134,тирко,leggings,охин,намар,10,11.05,134,134.8,140.6,30.5,40.0,улаан,Adidas Kids,флис доторлогоотой,25100,20,байгаа,улаан өнгийн охин хүүхдийн тирко
3661,KID-BOD-134-3661,Nike Kids onesie 134,onesie,bodysuit,unisex,зун,9,11.03,134,135.0,140.4,29.6,40.0,хөх,Nike Kids,флис доторлогоотой,28200,16,байгаа,хөх өнгийн unisex хүүхдийн onesie
3662,KID-DRE-134-3662,Zara Kids даашинз 134,даашинз,dress,хүү,өвөл,10,11.08,134,134.1,139.4,30.3,40.4,цамрай ягаан,Zara Kids,ус нэвтэрдэггүй даавуу,37300,24,байгаа,цамрай ягаан өнгийн хүү хүүхдийн даашинз – дулаан доторлогоотой
3663,KID-SKI-92-3663,NomadBaby юбка 92,юбка,skirt,охин,хавар,2,4.18,92,92.0,97.7,13.1,15.7,далайн цэнхэр,NomadBaby,ноосон холимог,31100,13,байгаа,далайн цэнхэр өнгийн охин хүүхдийн юбка – өдөр тутмын эдэлгээ даахуйц
3664,KID-VES-92-3664,MiniStep жилет 92,жилет,vest,охин,all-season,3,4.05,92,91.1,97.8,12.9,15.7,хөх,MiniStep,органик хөвөн,33300,12,байгаа,хөх өнгийн охин хүүхдийн жилет – арьсанд ээлтэй органик материалтай
3665,KID-BOD-110-3665,GAP Kids onesie 110,onesie,bodysuit,unisex,all-season,5,7.16,110,111.4,116.0,19.0,23.7,бор,GAP Kids,органик хөвөн,20400,11,байгаа,бор өнгийн unisex хүүхдийн onesie – арьсанд ээлтэй органик материалтай
3666,KID-TSH-140-3666,Zara Kids футболка 140,футболка,tshirt,охин,өвөл,11,12.48,140,140.1,146.6,32.6,44.6,цамрай ягаан,Zara Kids,хөвөн + полиэстер,23800,13,байгаа,цамрай ягаан өнгийн охин хүүхдийн футболка – дулаан доторлогоотой
3667,KID-SLE-128-3667,GAP Kids пижама 128,пижама,sleepwear,unisex,өвөл,9,10.98,128,128.9,134.6,28.4,36.2,цамрай ягаан,GAP Kids,органик хөвөн,37200,26,байгаа,"цамрай ягаан өнгийн unisex хүүхдийн пижама – дулаан доторлогоотой, арьсанд ээлтэй органик материалтай, өдөр тутмын эдэлгээ даахуйц"
3668,KID-SLE-104-3668,Next Kids пижама 104,пижама,sleepwear,хүү,өвөл,4,6.19,104,104.6,109.8,17.1,20.8,голт бор,Next Kids,100% хөвөн,30200,10,байгаа,голт бор өнгийн хүү хүүхдийн пижама – дулаан доторлогоотой
3669,KID-VES-128-3669,BabyStar жилет 128,жилет,vest,охин,намар,9,10.86,128,129.1,133.6,28.2,36.2,цагаан,BabyStar,хөвөн + полиэстер,34300,21,байгаа,цагаан өнгийн охин хүүхдийн жилет
3670,KID-SKI-74-3670,Mothercare юбка 74,юбка,skirt,хүү,зун,0.5,2.68,74,73.5,77.9,7.9,11.2,саарал,Mothercare,100% хөвөн,25400,12,байгаа,саарал өнгийн хүү хүүхдийн юбка
3671,KID-TSH-140-3671,MiniStep футболка 140,футболка,tshirt,unisex,all-season,10,12.11,140,141.0,146.5,32.6,45.3,цагаан,MiniStep,флис доторлогоотой,22200,6,байгаа,цагаан өнгийн unisex хүүхдийн футболка – өдөр тутмын эдэлгээ даахуйц
3672,KID-SKI-98-3672,OshKosh юбка 98,юбка,skirt,unisex,зун,4,5.03,98,99.0,103.3,14.8,17.9,саарал,OshKosh,ноосон холимог,22000,23,байгаа,саарал өнгийн unisex хүүхдийн юбка
3673,KID-SET-152-3673,LittleFox костюм 152,костюм,set,хүү,хавар,12,14,152,153.5,157.6,40.3,54.9,ягаан,LittleFox,ус нэвтэрдэггүй даавуу,50600,15,байгаа,ягаан өнгийн хүү хүүхдийн костюм – өдөр тутмын эдэлгээ даахуйц
3674,KID-SKI-92-3674,Nike Kids юбка 92,юбка,skirt,хүү,зун,3,4.12,92,92.3,97.8,12.7,15.8,шар,Nike Kids,хөвөн + полиэстер,29200,1,байгаа,шар өнгийн хүү хүүхдийн юбка
3675,KID-LEG-74-3675,GAP Kids тирко 74,тирко,leggings,unisex,all-season,0.2,2.12,74,73.5,77.8,8.4,10.9,улбар шар,GAP Kids,ус нэвтэрдэггүй даавуу,25000,12,байгаа,улбар шар өнгийн unisex хүүхдийн тирко
3676,KID-SET-128-3676,Next Kids костюм 128,костюм,set,охин,өвөл,9,10.75,128,129.8,133.9,28.0,35.6,нойтон цас,Next Kids,хөвөн + полиэстер,35300,20,байгаа,нойтон цас өнгийн охин хүүхдийн костюм – дулаан доторлогоотой
3677,KID-SKI-146-3677,Adidas Kids юбка 146,юбка,skirt,хүү,all-season,12,13.16,146,147.4,152.2,35.8,49.5,шар,Adidas Kids,флис доторлогоотой,33200,10,байгаа,шар өнгийн хүү хүүхдийн юбка
3678,KID-PAN-68-3678,SoftHug өмд 68,өмд,pants,охин,хавар,0.1,1.15,68,67.9,72.5,5.6,9.2,далайн цэнхэр,SoftHug,ноосон холимог,33700,8,байгаа,далайн цэнхэр өнгийн охин хүүхдийн өмд
3679,KID-TOP-110-3679,BabyStar цамц 110,цамц,top,охин,all-season,6,7.9,110,111.2,115.0,18.6,23.7,лаванда,BabyStar,ус нэвтэрдэггүй даавуу,21300,21,байгаа,лаванда өнгийн охин хүүхдийн цамц
